,mId,mCode,mName,cId,cName,cType,cDetail,cHeight,cLat,cLot
91850,0000000047,114100801,북한산,0000014734,보국문,문화자원,정릉탐방안내소로 가는 문,581.176,37.635994,126.982834
92061,0000000047,114100801,북한산,0000014775,사모바위가기전,문화자원,무장공비 은신장소 굴이 있습니다,551.002,37.627857,126.958931
92272,0000000047,114100801,북한산,0000014776,대동문,문화자원,근접성이 좋아 많은 사람들이 찾음,590.796,37.640354,126.986176
92483,0000000047,114100801,북한산,0000014795,"전주 이씨 서흥군, 위성군묘역",문화자원,조선 11대 중종의 제 2왕자의 후손의 묘역이다.,95.977,37.655659,126.951454
92905,0000000047,114100801,북한산,0000014864,부왕동여장,문화자원,"성을 지키는 병사를 보호하고 적을 관측하거나 방어하기위한 목적으로 만든, 성벽 몸체부분 위에 설치한 낮은 담장.",581.578,37.641808,126.965729
93116,0000000047,114100801,북한산,0000014872,탕춘대성,문화자원,한양 도성과 북한산성을 연결하기위해 만듬,213.541,37.608231,126.951241
93327,0000000047,114100801,북한산,0000014936,대동사,문화자원,"상원사에서 100여m아래에 위치하며,조그마한 사찰로 여승이 안거하고 있음.",376.582,37.655582,126.970291
93538,0000000047,114100801,북한산,0000014969,용학사 산신각,문화자원,-,400.583,37.645336,126.97422
93960,0000000047,114100801,북한산,0000014971,여장,문화자원,"성을 지키는 병사를 보호하고 적을 관측하거나 방어하기 위한 목적으로 만든, 성벽 몸체 부분에 설치한 낮은 담장",540.844,37.639847,126.96769
94171,0000000047,114100801,북한산,0000015021,백운동암문,문화자원,-,730.894,37.657646,126.979378
94382,0000000047,114100801,북한산,0000015028,봉황각,문화자원,"천도교 제3대 교주 손병희(孫秉熙)가 1912년 건물을 세우고 봉황각이라고 하였다. 천도교 교조 최제우(崔濟愚)가 남긴 시문에 나오는 봉황이라는 낱말을 딴 것이다. 현재 현판은 오세창(吳世昌)이 썼는데, ‘봉(鳳)’자는 당나라 명필 안진경(顔眞卿)의 서체를, ‘황(凰)’",116.785,37.660881,127.006958
94804,0000000047,114100801,북한산,0000015061,탕춘대성 암문,문화자원,탕춘대성은 서울외곽과 북한산성을 연결하는 성으로 도성과 외곽성(북한산성)의 방어기능을 보완하고 군량을 저장하기 위하여 조성(5.1km),226.579,37.608204,126.951294
95015,0000000047,114100801,북한산,0000015126,탑골 생태공원,문화자원,생태공원 전경,100.411,37.637745,126.913292
95226,0000000047,114100801,북한산,0000015172,솔샘발원지,문화자원,솔샘발원지,188.147,37.6213,127.007355
95437,0000000047,114100801,북한산,0000015205,화계사,문화자원,-,110.385,37.63261,127.007851
95648,0000000047,114100801,북한산,0000015206,유림선생 묘,문화자원,-,115.242,37.644032,127.002701
95859,0000000047,114100801,북한산,0000015209,경천사,문화자원,대한불교 총화종,158.636,37.625904,127.009872
96070,0000000047,114100801,북한산,0000015214,복덕봉 통천문,문화자원,들어갈 수없음,710.01,37.631424,126.975403
96281,0000000047,114100801,북한산,0000015215,북한산 진흥왕 순수비지,문화자원,-,558.174,37.625984,126.956787
96703,0000000047,114100801,북한산,0000015217,진관사 불이문,문화자원,-,94.033,37.640354,126.943878
96914,0000000047,114100801,북한산,0000015218,해탈문,문화자원,-,103.45,37.63921,126.945122
97125,0000000047,114100801,북한산,0000015219,세존진신사리불탑,문화자원,-,160.83,37.6423,126.951744
97547,0000000047,114100801,북한산,0000015221,봉은사,문화자원,-,130.22,37.637836,126.943214
97758,0000000047,114100801,북한산,0000015222,용암사,문화자원,-,150.394,37.652645,126.953842
97969,0000000047,114100801,북한산,0000015223,북한동역사관,문화자원,이전에는 여기가 식당이였다,203.417,37.65258,126.962082
98180,0000000047,114100801,북한산,0000015224,중흥사,문화자원,템플스테이 가능,395.08,37.64529,126.976776
98391,0000000047,114100801,북한산,0000015225,산영루,문화자원,1925년 대홍수로 유실되었으며 2014년 보건되었습니다,384.746,37.645008,126.974152
98602,0000000047,114100801,북한산,0000015226,청수동 암문,문화자원,성문중 비상시 이용하는 암문,656.643,37.633064,126.971451
99446,0000000047,114100801,북한산,0000015230,용암사지,문화자원,북한지에 따르면 일출봉아래 87칸의 북한산성을 축성한 후에 승병양성소로 창건하였다고 한다,582.298,37.648773,126.982536
100079,0000000047,114100801,북한산,0000015233,부왕동암문,문화자원,북한산성의 나월봉과 증취봉 사이의 고갯마루에 위치한 암문이다 암문은 비상시에 병기나 식량을 반입하는 통로이자 때로는 구원병의 출입로로 활용된 일종의 비상 출입구이다,533.887,37.640404,126.967201
100290,0000000047,114100801,북한산,0000015234,중성문,문화자원,북한산성의 중성에 위치한 홍예문이다. 중성문 옆에 시구문과 수구가 하나씩 있다. 성 안에서 생긴 시신 이 중성문을 통과하지 못하고 이 문을 통해 나간다고 해서 시구문이라 불렀다. 한편 중성문 바로 옆을 흐르는 계곡에는 수문이 설치돼 있었으나 현재는 남아있지 않다,309.618,37.648605,126.970657
100501,0000000047,114100801,북한산,0000015235,대서문,문화자원,"북한산성의 정문으로, 성문 16곳 중에서 가장 낮은 지점에 위치한다. 지금의 문루는 1958년에 복원한 것으로 북한산성 문루 중에서 가장 오래었다",191.914,37.653603,126.955994
100712,0000000047,114100801,북한산,0000015236,효자비,문화자원,박태성 정려비. 호랑이와 효자의 애틋한 서로가 깃들어 있다,92.323,37.671455,126.955696
100923,0000000047,114100801,북한산,0000015237,노적사,문화자원,노적사입구,320.608,37.64843,126.971489
101134,0000000047,114100801,북한산,0000015238,"중성,문",문화자원,산성중앙에 있는 겹문 입니다,314.225,37.648624,126.97049
101345,0000000047,114100801,북한산,0000015239,자생식물원쉼터,문화자원,야생화단지로 조성되었습니다,204.994,37.652302,126.963074
101556,0000000047,114100801,북한산,0000015240,무량사,문화자원,북한산성 대서문 안쪽에 워치해 있습니다,185.448,37.653805,126.959549
101767,0000000047,114100801,북한산,0000015241,북한산국립공원,문화자원,"북한산국립공원의 면적은 76.922㎢이고 1983년 4월 2일에 국립공원으로 지정되었다.?북한산의 최고봉인 백운대(白雲臺)를 중심으로 북쪽에 인수봉(仁壽峯), 남쪽에 만경대(萬景臺)가 있어 삼각산(三角山)이라고도 한다. 그 밖에 한산(漢山)·화산(華山)이라고도 하며 신라",81.202,37.655045,126.949394
102189,0000000047,114100801,북한산,0000015243,부왕사지,문화자원,북한산성 건축 이후 산성에 창건된 13 개의 사찰 중 하나이다,444.1,37.642338,126.971344
94593,0000000047,114100801,북한산,0000015245,승가사,문화자원,마애불과 108계단이 알려짐,0.0,37.628731,126.962265
102611,0000000047,114100801,북한산,0000015253,서암문,문화자원,시구문 (성안의 시체를 모두 여기를 통해 밖으로 나갔다고 함),217.493,37.657776,126.956665
103033,0000000047,114100801,북한산,0000015261,국사당,문화자원,-,117.86,37.675358,126.959167
103455,0000000047,114100801,북한산,0000015281,서암사,문화자원,-,126.699,37.656097,126.955475
103666,0000000047,114100801,북한산,0000015282,보리사,문화자원,-,201.841,37.652779,126.962753
103877,0000000047,114100801,북한산,0000015283,범용사,문화자원,-,256.211,37.64986,126.967163
104088,0000000047,114100801,북한산,0000015284,선봉사,문화자원,-,230.755,37.651402,126.964752
104299,0000000047,114100801,북한산,0000015285,대성문,문화자원,변란시 한양도성서 임금님이 피난할수있게만듬 성문임,709.262,37.633358,126.977112
104721,0000000047,114100801,북한산,0000015287,북한동 역사관,문화자원,"북한산성지구 이주 및 정비사업을 통해 철거와 정비를 한 곳으로 북한동 마을의
생활과 문화를 엿볼수 있다.",206.424,37.652542,126.962128
105354,0000000047,114100801,북한산,0000015290,백운봉 암문,문화자원,"북한산성에 설치된 7개의 암문(비상출입구)중 하나이며,백운봉과 만경봉사이에 위치해있다.
문 내부에는 성의 바깥쪽으로 문비를 달았던 원형의 돌확구멍과 방형구멍이 남아있다.",718.198,37.657597,126.979454
105776,0000000047,114100801,북한산,0000015292,수문,문화자원,수문은 대서문과 서암문 사이 계곡에 있던 문이며 현재는 흔적을 찾기 어렵고 일부 무너진 성벽이 남아 있다.,135.614,37.655182,126.954514
105987,0000000047,114100801,북한산,0000015293,백운봉암문,문화자원,위문이라는 용어는 일제시대 잔재이기 때문에 백운봉암문으로 통용되어야 함,733.261,37.65765,126.979507
107253,0000000047,114100801,북한산,0000015299,보국문(輔國門),문화자원,"보국문(輔國門)은?대동문과?대성문?사이에 있는?북한산성의 문으로, 초기의 이름은?동암문(東暗門)이었다.",582.194,37.635963,126.982796
107464,0000000047,114100801,북한산,0000015300,경리청상창지(經理廳上倉址),문화자원,전란을 대비하여 양곡을 보관하던 관청이 있었던 곳.,450.366,37.641624,126.9795
107675,0000000047,114100801,북한산,0000015301,호조창지(戶曹倉址),문화자원,"북한산성 행궁 근처에 자리했으며, 유사시 왕실에서 사용할 어공미를 저장한 곳이다.",445.222,37.642097,126.979294
107886,0000000047,114100801,북한산,0000015302,산영루(山映樓),문화자원,"""아름다운 북한산의 모습이 물가에 비친다""라는 뜻이다
원래 산영루는 언제 축성되었었는지는 모르고
1925년에 대홍수로 유실되었다가
고양시에서 2014년에 복원시킨것이라 적혀있다",381.356,37.645,126.974236
108097,0000000047,114100801,북한산,0000015303,북한 승도절목(北漢 僧徒節目),문화자원,북한산성?내 승영사찰(僧營寺刹) 지휘자인 도총섭을 뽑을 때 적용할 규칙 3가지를 기록한 금석문이다. 2019년 8월 23일?경기도의 유형문화재?제357호로 지정되었다.,382.294,37.645168,126.974121
108730,0000000047,114100801,북한산,0000015306,아미타사,문화자원,(구) 덕암사 : 목조보살좌상이 경기도 문화재로 등록되었다.,207.639,37.656185,126.959351
108941,0000000047,114100801,북한산,0000015307,덕암사 목조보살좌상,문화자원,경기도 유형문화재제246호,211.648,37.656391,126.959198
109152,0000000047,114100801,북한산,0000015308,거북바위,문화자원,산신각앞에 위치,202.279,37.656357,126.959251
109574,0000000047,114100801,북한산,0000015310,북한산 국사당,문화자원,국사당,148.275,37.675236,126.959343
109785,0000000047,114100801,북한산,0000015311,"전주이씨 서흥군, 위성군묘역",문화자원,묘역,95.203,37.655769,126.951431
109996,0000000047,114100801,북한산,0000015312,궁금장(宮禁場),문화자원,도성안 10리 이내에서 송림의 벌채를 금지하고 장지를 쓰지 못하게 하기 위해 세움. 조선후기 도성안의 인구가 팽창하면서 무분별한 벌채와 장지의 확대를 방지하고자 새긴 글,149.0,37.6492,127.00296
110207,0000000047,114100801,북한산,0000015313,청수사,문화자원,청수사입구,173.935,37.618206,126.996475
110629,0000000047,114100801,북한산,0000015315,앵봉산 보덕사,문화자원,"불교와 무속,도교의 융합을  보여주는 소박한 미의 사찰
관운장과 최영장군등 도교와  무속의 신들도 모셔져 있다.",99.39,37.637676,126.913765
110840,0000000047,114100801,북한산,0000015316,선림사,문화자원,산책로 아래에 선림사가 보인다,131.654,37.627018,126.937729
111051,0000000047,114100801,북한산,0000015317,우물골 근린공원,문화자원,-,68.397,37.633381,126.92543
111262,0000000047,114100801,북한산,0000015318,폭포동 소공원,문화자원,-,80.2,37.629059,126.930336
111473,0000000047,114100801,북한산,0000015319,폭포동 작은 소공원,문화자원,-,81.012,37.628723,126.931145
111684,0000000047,114100801,북한산,0000015320,폭포동 폭포,문화자원,-,82.862,37.628689,126.930626
111895,0000000047,114100801,북한산,0000015321,폭포동 전경,문화자원,-,80.309,37.628902,126.930153
112317,0000000047,114100801,북한산,0000015323,연화정사,문화자원,"한국 불교 27개 종단 중의 하나이다. 석가세존의 자각각타와 각행원만의 교리를 받들어 전법도생과 호국안민을 종지로 한다. 1989년 9월 9일 창종했으며, 같은 해 12월 23일 문화부에 등록했다.",249.499,37.614704,126.979568
112528,0000000047,114100801,북한산,0000015324,전심사,문화자원,연혁을 알 수없는 사찰,146.306,37.607975,126.960487
112739,0000000047,114100801,북한산,0000015325,불심원,문화자원,"대웅전현판을 ""부처님 계신 곳""으로 쓰여진 특이한 사찰",153.215,37.609051,126.953873
113372,0000000047,114100801,북한산,0000015331,대남문(大南門),문화자원,"대남문(大南門)은?북한산성의?성문으로, 초기의 이름은?소남문(小南門)이었다. 현재의 문루는 복원된 것이고, 2020년 보수 완료했다",676.477,37.631855,126.974388
113583,0000000047,114100801,북한산,0000015332,청련사,문화자원,사찰,213.699,37.613728,126.964409
114216,0000000047,114100801,북한산,0000015335,보현산신각,문화자원,서울시 민속자료 제3호,223.993,37.613392,126.965752
114849,0000000047,114100801,북한산,0000015358,3.1운동 암각문,문화자원,-,851.217,37.658642,126.978035
115271,0000000047,114100801,북한산,0000015372,용암사지 석탑,문화자원,-,594.158,37.649124,126.98243
115693,0000000047,114100801,북한산,0000015380,태고사,문화자원,-,451.325,37.645447,126.97802
116537,0000000047,114100801,북한산,0000015386,용학사 대웅전,문화자원,-,405.337,37.645691,126.973915
116748,0000000047,114100801,북한산,0000015405,부왕사지 느티나무,문화자원,-,440.221,37.642605,126.971397
116959,0000000047,114100801,북한산,0000015406,공덕탑,문화자원,-,344.471,37.64904,126.972496
117170,0000000047,114100801,북한산,0000015407,범종각,문화자원,-,355.83,37.649487,126.97303
117592,0000000047,114100801,북한산,0000015417,법용사,문화자원,-,253.718,37.65004,126.966843
118014,0000000047,114100801,북한산,0000015419,북한산국립공원 자생식물원,문화자원,-,219.401,37.652088,126.963394
118225,0000000047,114100801,북한산,0000015481,삼천사지,문화자원,-,355.625,37.639488,126.96273
118436,0000000047,114100801,북한산,0000015489,북한산온천 비젠,문화자원,-,69.287,37.659012,126.932388
118858,0000000047,114100801,북한산,0000015492,옥녀봉,문화자원,-,78.862,37.661205,126.931831
119069,0000000047,114100801,북한산,0000015493,중고개,문화자원,-,141.868,37.663849,126.927925
119280,0000000047,114100801,북한산,0000015507,북한산전망대,문화자원,-,136.108,37.65683,126.911438
119491,0000000047,114100801,북한산,0000015511,옛길,문화자원,-,115.488,37.656521,126.906357
119913,0000000047,114100801,북한산,0000015528,복성군묘역,문화자원,-,96.152,37.677441,126.92762
120124,0000000047,114100801,북한산,0000015595,진관사태극기,문화자원,독립운동가 백초월(스님)이 사용한 태극기,85.572,37.641228,126.941757
120335,0000000047,114100801,북한산,0000015597,진관사,문화자원,템플스테이로 유명한 사찰입니다,96.836,37.639183,126.945015
120546,0000000047,114100801,북한산,0000015604,내시부 상약 신공 묘역,문화자원,이곳은 조선시대 내시부 신공은 묘역이다. 상약이란 환관 중에서 궁중에서 쓰는 약에 관한 일을 맡은 내시부 종4품직을 일컫는다. 조선시대 다양한 계층의 묘제를 연구하는데 귀중한 자료가 된다,145.161,37.635735,126.938705
120757,0000000047,114100801,북한산,0000015606,은평한옥마을,문화자원,2010년 서울주택도시공사가 서울특별시 은평구 진관동 일대 한옥마을 조성을 계획하면서 2012년부터 개발 착수 2017년 대부분의 한국이 완공되었다. 상업 시설을 제외한 대부분의 한옥이 주민들이 거주하거나 개인 사유지로 되어 있어서 한옥 내부 관람은 불과하다. 다만 일,87.091,37.642036,126.938652
120968,0000000047,114100801,북한산,0000015615,방아다리 생태공원,문화자원,생태공원 전경,108.606,37.635914,126.913811
121601,0000000047,114100801,북한산,0000015643,마을 근린공원,문화자원,-,207.629,37.619423,127.004501
121812,0000000047,114100801,북한산,0000015644,유아 동네숲터,문화자원,-,214.117,37.619915,127.004715
122023,0000000047,114100801,북한산,0000015656,도선사입구,문화자원,-,323.215,37.657635,126.991646
122445,0000000047,114100801,북한산,0000015660,관광안내도,문화자원,-,86.535,37.641289,126.941452
122656,0000000047,114100801,북한산,0000015692,진관동 생태경관보전지역,문화자원,-,51.226,37.657043,126.942322
122867,0000000047,114100801,북한산,0000015720,대남문,문화자원,산성 성문중 가장 크고 웅장함,727.32,37.631943,126.974373
123078,0000000047,114100801,북한산,0000015728,1.21사태 무장공비 은신장소,문화자원,북한의 특수부대인 124부대 소속 31명이 사모바위 밑 V자형 동굴에서 청화대 습격과 정부요인 암살을 위해 무장을 점검하며 최종 은거한 장소이다.,550.015,37.627796,126.95887
123711,0000000047,114100801,북한산,0000015745,문수사,문화자원,"문수사는 고려 예종 때 탄연에 의해 창건되었다. 오대산 상원사, 고성 문수사와 함께 한국의 문수보살 3대 성지이며, 문수사에는 문수굴로 불리는 천연동굴이 있다. 이 법당은 영험이 있는 기도처로 알려져 있고, 특히 우리나라의 초대 대통령이었던 이승만 박사도 그의 어",663.01,37.631279,126.97274
123922,0000000047,114100801,북한산,0000015749,일선사,문화자원,"신라 도선대사가 창건하고 탄연국사가 중창하고 임진왜란때 전소되었다가 1600년 성곽 수호사찰로 지정되었고, 1957년 일초스님인 시인 고은 승려로 주석하면서 자신의 이름 ""일"" 자와 도선대사의 ""선""자를 따서 일선사로 바꾸었다.",573.973,37.628082,126.977402
124133,0000000047,114100801,북한산,0000015751,감람산기도원,문화자원,감리교단,253.385,37.61591,126.980049
124344,0000000047,114100801,북한산,0000015752,선원사,문화자원,대한불교조계종,277.444,37.61488,126.979622
124555,0000000047,114100801,북한산,0000015768,구복암(龜福庵),문화자원,대한불교 법상종의 본사로 1960년 주지 남궁규가 창건,275.519,37.613342,126.984734
124766,0000000047,114100801,북한산,0000015773,삼각산 봉정암,문화자원,"가파른 계단을 따라 200m정도 오르면 있다. 높은 축대위에 세운 사찰로 북한산 절경이 한눈에 들어온다.?대웅전과 요사채, 그리고 산신각이 자리하고?있는 작은 비구니 사찰이다.",151.63,37.614033,126.95977
125188,0000000047,114100801,북한산,0000015789,승가사(僧伽寺),문화자원,대한불교조계종 직할교구 본사인 조계사의 말사이다. 756년(경덕왕 15)에 수태가 창건했으며 당 고종연간(649~683) 연간에 장안의 천복사에서 대중을 교화하며 생불이라고 칭송되었던 승가대사를 사모하는 뜻에서 절이름을 승가사라 했다고 한다. 비구니사찰이다. 보물1000,416.128,37.625332,126.960869
125399,0000000047,114100801,북한산,0000015798,탕춘대성암문(蕩春臺城暗門),문화자원,탕춘대성은 인왕산 동북쪽 능선에서 출발해 ‘홍지문’과 홍제천을 건너 북한산 향로봉 기슭까지 4km의 성곽길이 이어진다. 서쪽의 성이라는 뜻으로 ‘서성(西城)’이라 부르기도 했다. ‘탕춘대성’이란 이름은 세검정 인근에 있던 연산군의 놀이터 ‘탕춘대’에서 따온 이,216.963,37.608181,126.951454
125610,0000000047,114100801,북한산,0000015810,금선사(金仙寺),문화자원,"고려말 조선초 고승이며 조선태조 이성계의 왕사인 무학대사가 지금의 삼각산에 창건하였습니다. 창건이래로 많은 선지식들이 주석하셨으며, 조선중후기 정조대왕의 원찰로서 수행자와 기도객들의 발길이 끊이지 않는 명찰이었으나, 일제의 강점기에 소실되었던 것을 1955년",247.98,37.619549,126.954025
125821,0000000047,114100801,북한산,0000015813,연화사,문화자원,비구니 사찰로 연꽃향기 그윽한 조용한 사잘이다.,207.567,37.618393,126.953575
126032,0000000047,114100801,북한산,0000015814,이북오도청(以北五道廳),문화자원,이북?오도를?되찾을?때까지?설치하는?임시?도청이다.,149.042,37.614105,126.955414
126243,0000000047,114100801,북한산,0000015815,혜광사,문화자원,1980년경에 장영자의 개인사찰 각진선원을 1994년 조계종이 매입해서 동국대에 무상임대하여 비구니스님들의 기숙사로 활용되고있다.,232.947,37.614033,126.964653
126454,0000000047,114100801,북한산,0000015821,탕춘대성암문,문화자원,이전조사에서 설명했음,218.295,37.608196,126.951416
126665,0000000047,114100801,북한산,0000015822,보각사,문화자원,"보각사의 담장이 아름다우며, 눈내린 보각사의 절경이 뛰어나다",238.586,37.61272,126.963837
127087,0000000047,114100801,북한산,0000015829,풍남학사,문화자원,"풍남학사는 전주출신으로 수도권 소재 대학에 진학한 우수 대학생에게 거주 편의를 제공하는 서울장학기숙사인데 1달15만원에 숙식은 물론, 도서관이용, 체육시설등 다양한 시설을 이용할 수있다.",135.052,37.612637,126.956093
127298,0000000047,114100801,북한산,0000015830,흥국사,문화자원,템플스테이가능,155.437,37.662796,126.940575
127509,0000000047,114100801,북한산,0000015834,서울성곽,문화자원,한양도성,729.063,37.657974,126.979424
128564,0000000047,114100801,북한산,0000015887,연회정사,문화자원,"북한산 보현봉 일대는 계룡산,무등산과 함께  우리나라 3대 기터(기도처)라고 해서 수많은 크고 작은 종교시설이 있었으며 연화정사도 그중의 하나이다",274.911,37.614311,126.979378
128775,0000000047,114100801,북한산,0000015909,북악팔각정,문화자원,"카페, 전망대, 벤치, 화장실, 편의점, 식당",307.299,37.601673,126.980438
128986,0000000047,114100801,북한산,0000015915,나한봉 치성,문화자원,"치성은 성곽 일부분을 네모나게 돌출시켜 밖으로 내어 쌓은 구조물로, 적군의 접근을 초기에 관측하고 전투 할 때 접근하는 적을 정면이나 측면에서 격퇴하기 위해 설치한 방어 시설물이다",696.255,37.634102,126.969437
129408,0000000047,114100801,북한산,0000015957,대성문(大城門),문화자원,"대성문(大城門)의?초기의 이름은 대동문(大東門)이었다. 문루는?1990년대에 중수했으며, 2019년에 개축했다",635.959,37.633194,126.977203
129830,0000000047,114100801,북한산,0000015963,청수장터,문화자원,"청수장은 장안의 부호들이 찾는 곳으로 청수라는 의미는 삼각산 남쪽의 깊은 계곡의 맑은 물과 부근의 산수가 조화를 이룬 곳에 위치하여 붙여진 이름이고, 청수장터는 현재 북한산국립공원 정릉탐방센터가 자리하고 있다",146.903,37.61824,126.997559
130041,0000000047,114100801,북한산,0000015968,동장대,문화자원,-,621.426,37.643566,126.983284
130674,0000000047,114100801,북한산,0000015979,영취사 오층석탑,문화자원,"탑신 한면에 사리를 보관했던 곳으로 여겨진다. 2층 이상은 탑신이 낮으며, 체감률도 완만하여 전체적으로 안정감이 있는 고려말 탑으로 서울시 문화재자료 제40호로 등록되어있다.",428.514,37.627033,126.981514
131096,0000000047,114100801,북한산,0000016019,삼각산 여래사(三角山 如來寺),문화자원,여래사는 조국의 독립을 위해 항일투쟁 하시다 신명을 바치신 순국선열들의 위해가 모셔진 호국 사찰이다. 이준열사 외 373분이며 거의 유해를 찾지 못하거나 연고없는 분들이다. 1958년 창건하고 1963년부터 해마다 순국 선열 추모제를 열고 있다.,216.768,37.609871,126.98877
131307,0000000047,114100801,북한산,0000016037,성북생태체험관,문화자원,생태체험관,171.912,37.620937,127.00663
131729,0000000047,114100801,북한산,0000016082,도선사,문화자원,신라 도선대사 창건했다고 전해진다. 이야기는 신라가 무너지고 고려가 흥했다가 다시 조선이 흥했다가 북한산의 정기가 끊어져서 200년만에 망할 기운이라서 맥이 끊긴 곳에 맥을 이은 방법이 도선사 창건이라고 전해진다. 조선 건국후 200년의 사건은 임진왜란이다.,339.354,37.655647,126.989838
131940,0000000047,114100801,북한산,0000016090,우이동 벚꽃길,문화자원,홍양호가 1763년 사신 조임을 통해 일본에서 얻어온 벚꽃나무 묘목을 심어 조성한 벚꽃이 봄날에 화려함이 장관이다. 수령 약 230년,147.337,37.670479,127.00589
132151,0000000047,114100801,북한산,0000016098,용덕사,문화자원,"용덕사(龍德寺)는 대한불교조계종 제1교구인 조계사의 직할사찰이지만 창건연대는 알 수없고, 예로부터 용의 명당터로 알려져 많은 사람들이 찾았다. 높이 5.12m인 마애약사여래불입상이 1910년경 조각된 것으로 추정하여 사찰의 역사는 약 100년정도로 여겨진다",217.469,37.671432,127.000175
132362,0000000047,114100801,북한산,0000016099,6.25 현충비,문화자원,6.25전쟁에 참전한 강북구 출신 88명의 위령비,111.369,37.662071,127.007828
132784,0000000047,114100801,북한산,0000016144,도선사 안내판,문화자원,"서울 도선사는 신라 도선대가가 창건했다고 전해지며, 도선대사는 신라가 무너지고 고려가 흥했다가 한양에 조선이 들어서지만, 200년 후에 멸망을 막기 위해 끊겨진 맥을 잊기 위해 도선사를 창건했다는 전설이 있다. 200년 후의 사건은 임진왜란이다.",318.564,37.657677,126.991203
133206,0000000047,114100801,북한산,0000016155,용암문(龍巖門),문화자원,"북한산성 16성문 중에 수문2개는 1925년 수해로 유실되고 남아있는 14성문중 암문(暗門)은 7개인데, 巖(바위암)을 사용하는 곳은 용암문(龍巖門) 한 곳인데, 그 이유는 용암봉암문(龍巖峯暗門)의 줄임말이기 때문이다.",598.52,37.650906,126.982529
133839,0000000047,114100801,북한산,0000016166,월영담(月影潭),문화자원,"홍양호가 우이구곡 중 6곡으로 뽑은 아담한 절경으로 봉우리들이 우뚝 솟아서 그림 병풍을 펼쳐놓은 듯했으며, 달이 뜨면 물속에서 달그림자를 볼 수있다. 사람의 정신을 맑게 하기 때문에 월영담(月影潭)이라고 부른다 - 홍양호 (우이구곡기)",136.756,37.658432,127.003258
134050,0000000047,114100801,북한산,0000016174,마가교회 할렐루야 기도원,문화자원,"60, 70년대 군사정권 시대에는 삼청각, 대원각 등과 더불어 ‘요정 정치’의 한 축을 형성하던 곳이라서 마음대로 다닐 수도 없었던 곳이다. 그곳이 지금은 기도원이 되어있다.",174.51,37.655975,127.000381
134261,0000000047,114100801,북한산,0000016177,소귀산악회수락지처 기념비,문화자원,"소귀천이란 소귀(牛耳)를 표현한 이름이고, 예전에 어떤 이들은 이 계곡을 ‘홀아비계곡’이라 불렀다. 유래는 알 수 없다.",251.961,37.651093,126.995247
123500,0000000047,114100801,북한산,0000016194,의암 손병희선생묘소,문화자원,"천도교 3세 교조로 종교체제의 근대화 교육전개, 민족대표 33인의 영도자로 3.1운동 계획 수립 및 독립선언식 거행, 서대문 형무소 복역중 병보석으로 출감 후 병사하였다.",113.665,37.661045,127.008354
129619,0000000047,114100801,북한산,0000016205,이용문장군 묘소,문화자원,"6.25  전쟁 당시 최후까지 수도서울을 사수한 유일한 군지휘관으로, 적 치하 당시에 남산에서 게릴리전 지휘",104.276,37.655602,127.007721
134683,0000000047,114100801,북한산,0000016210,박을복자수박물관,문화자원,"관람시간 12시~15시(월~금), 관람료 학생4,000원/성인 6,000/20인 이상단체 2,000원",76.641,37.653885,127.00885
134894,0000000047,114100801,북한산,0000016212,솔밭공원,문화자원,"솔밭근린공원은 약 1만평 규모로 대부분 100년생인 소나무 1000여 그루가 빼곡하게 들어차 있다. 3곳의 생태연못, 벽천, 분수가 조성되어 있고, 노루오줌, 비비추, 창포, 옥잠화, 등 27종 1만9410 포기의 야생화와 수생식물이 심겨져 있다.",75.132,37.652756,127.010422
135105,0000000047,114100801,북한산,0000016217,4.19탑 조망점,문화자원,1960년?4월?19일?전후로?일어났던?4.19혁명에?참가했던?희생자들을?모시기?위해?만들어진?국가보훈처?소속?국립묘지이다.,102.792,37.649414,127.006447
135527,0000000047,114100801,북한산,0000016221,강재 신숙선생(剛齋 申肅)묘소,문화자원,"가평출신으로 독립운동가, 3.1운동에 참여한 뒤 중국으로 망명하여, 1930년 만주에서 한국독립당을 결성하고 한중연합군 참모장으로 무장투쟁을 전개하였다. 부인 최백경선생은 독립운동을 지원하고 두 아들 신원균, 신화균을 독립군으로 육성했다.",133.748,37.64851,127.003181
135738,0000000047,114100801,북한산,0000016222,상산(常山) 김도연(金度演)묘소,문화자원,김포출신으로 일본에서 조선독립청년당을 조직하고 2월8일 독립선언을 주도하고 1942년 일본이 조선어학회를 해체시키려는사건으로 인해 다시 2년간 옥살이를 하였다. 광복후에는 입법의원과 제헌 국회의원을 거쳐 초대 재무부 장관을 역임했다.,114.181,37.647175,127.003876
135949,0000000047,114100801,북한산,0000016227,심산(心山) 김창숙((金昌淑)묘소,문화자원,"성주출신으로 독립운동가, 교육자, 을사오적처형요구, 광복후 이승만정권에 항거, 부정선거 규탄, 성균관대학교 창립하고 초대학장을 역임했다",143.608,37.645123,127.000984
136160,0000000047,114100801,북한산,0000016228,현곡(玄谷) 양일동(梁一東)묘소,문화자원,"전북 옥구출신으로 정치가, 제 3.4.5대 민의원, 제 8.10대 국회의원을 역임했으며 1977년 통일당 총재를 역임",149.651,37.645191,127.000343
136793,0000000047,114100801,북한산,0000016243,운가사(蕓伽寺),문화자원,역사를 알 수없다,235.068,37.643364,126.997192
